programCode,programName,startDate,endDate,capacity,useYn,description
PRG00319,프로그램 00319,2024-11-15,2027-01-14,38,Y,교육과정 설명 00319
PRG00320,프로그램 00320,2024-11-16,2025-02-14,39,N,교육과정 설명 00320
PRG00321,프로그램 00321,2024-11-17,2027-01-16,40,Y,교육과정 설명 00321
PRG00322,프로그램 00322,2024-11-18,2025-02-12,41,Y,교육과정 설명 00322
PRG00323,프로그램 00323,2024-11-19,2027-01-18,42,Y,교육과정 설명 00323
PRG00324,프로그램 00324,2024-11-20,2025-02-10,43,Y,교육과정 설명 00324
PRG00325,프로그램 00325,2024-11-21,2027-01-20,44,N,교육과정 설명 00325
PRG00326,프로그램 00326,2024-11-22,2025-02-08,45,Y,교육과정 설명 00326
PRG00327,프로그램 00327,2024-11-23,2027-01-22,46,Y,교육과정 설명 00327
PRG00328,프로그램 00328,2024-11-24,2025-02-06,47,Y,교육과정 설명 00328
PRG00329,프로그램 00329,2024-11-25,2027-01-24,48,Y,교육과정 설명 00329
PRG00330,프로그램 00330,2024-11-26,2025-02-04,49,N,교육과정 설명 00330
PRG00331,프로그램 00331,2024-11-27,2027-01-26,50,Y,교육과정 설명 00331
PRG00332,프로그램 00332,2024-11-28,2025-02-02,51,Y,교육과정 설명 00332
PRG00333,프로그램 00333,2024-11-29,2027-01-28,52,Y,교육과정 설명 00333
PRG00334,프로그램 00334,2024-11-30,2025-01-31,53,Y,교육과정 설명 00334
PRG00335,프로그램 00335,2024-12-01,2027-01-30,54,N,교육과정 설명 00335
PRG00336,프로그램 00336,2024-12-02,2025-01-29,55,Y,교육과정 설명 00336
PRG00337,프로그램 00337,2024-12-03,2027-02-01,56,Y,교육과정 설명 00337
PRG00338,프로그램 00338,2024-12-04,2025-01-27,57,Y,교육과정 설명 00338
PRG00339,프로그램 00339,2024-12-05,2027-02-03,58,Y,교육과정 설명 00339
PRG00340,프로그램 00340,2024-12-06,2025-01-25,59,N,교육과정 설명 00340
PRG00341,프로그램 00341,2024-12-07,2027-02-05,60,Y,교육과정 설명 00341
PRG00342,프로그램 00342,2024-12-08,2025-01-23,61,Y,교육과정 설명 00342
PRG00343,프로그램 00343,2024-12-09,2027-02-07,62,Y,교육과정 설명 00343
PRG00344,프로그램 00344,2024-12-10,2025-01-21,63,Y,교육과정 설명 00344
PRG00345,프로그램 00345,2024-12-11,2027-02-09,64,N,교육과정 설명 00345
PRG00346,프로그램 00346,2024-12-12,2025-01-19,65,Y,교육과정 설명 00346
PRG00347,프로그램 00347,2024-12-13,2027-02-11,66,Y,교육과정 설명 00347
PRG00348,프로그램 00348,2024-12-14,2025-01-17,67,Y,교육과정 설명 00348
PRG00349,프로그램 00349,2024-12-15,2027-02-13,68,Y,교육과정 설명 00349
PRG00350,프로그램 00350,2024-12-16,2025-01-15,69,N,교육과정 설명 00350
PRG00351,프로그램 00351,2024-12-17,2027-02-15,70,Y,교육과정 설명 00351
PRG00352,프로그램 00352,2024-12-18,2025-01-13,71,Y,교육과정 설명 00352
PRG00353,프로그램 00353,2024-12-19,2027-02-17,72,Y,교육과정 설명 00353
PRG00354,프로그램 00354,2024-12-20,2025-01-11,73,Y,교육과정 설명 00354
PRG00355,프로그램 00355,2024-12-21,2027-02-19,74,N,교육과정 설명 00355
PRG00356,프로그램 00356,2024-12-22,2025-01-09,75,Y,교육과정 설명 00356
PRG00357,프로그램 00357,2024-12-23,2027-02-21,76,Y,교육과정 설명 00357
PRG00358,프로그램 00358,2024-12-24,2025-01-07,77,Y,교육과정 설명 00358
PRG00359,프로그램 00359,2024-12-25,2027-02-23,78,Y,교육과정 설명 00359
PRG00360,프로그램 00360,2024-12-26,2025-01-05,79,N,교육과정 설명 00360
PRG00361,프로그램 00361,2024-12-27,2027-02-25,80,Y,교육과정 설명 00361
PRG00362,프로그램 00362,2024-12-28,2025-01-03,81,Y,교육과정 설명 00362
PRG00363,프로그램 00363,2024-12-29,2027-02-27,82,Y,교육과정 설명 00363
PRG00364,프로그램 00364,2024-12-30,2025-01-01,83,Y,교육과정 설명 00364
PRG00365,프로그램 00365,2024-12-31,2026-03-01,84,N,교육과정 설명 00365
PRG00366,프로그램 00366,2025-01-01,2025-12-30,85,Y,교육과정 설명 00366
PRG00367,프로그램 00367,2025-01-02,2026-03-03,86,Y,교육과정 설명 00367
PRG00368,프로그램 00368,2025-01-03,2025-12-28,87,Y,교육과정 설명 00368
PRG00369,프로그램 00369,2025-01-04,2026-03-05,88,Y,교육과정 설명 00369
PRG00370,프로그램 00370,2025-01-05,2025-12-26,89,N,교육과정 설명 00370
PRG00371,프로그램 00371,2025-01-06,2026-03-07,90,Y,교육과정 설명 00371
PRG00372,프로그램 00372,2025-01-07,2025-12-24,91,Y,교육과정 설명 00372
PRG00373,프로그램 00373,2025-01-08,2026-03-09,92,Y,교육과정 설명 00373
PRG00374,프로그램 00374,2025-01-09,2025-12-22,93,Y,교육과정 설명 00374
PRG00375,프로그램 00375,2025-01-10,2026-03-11,94,N,교육과정 설명 00375
PRG00376,프로그램 00376,2025-01-11,2025-12-20,95,Y,교육과정 설명 00376
PRG00377,프로그램 00377,2025-01-12,2026-03-13,96,Y,교육과정 설명 00377
PRG00378,프로그램 00378,2025-01-13,2025-12-18,97,Y,교육과정 설명 00378
PRG00379,프로그램 00379,2025-01-14,2026-03-15,98,Y,교육과정 설명 00379
PRG00380,프로그램 00380,2025-01-15,2025-12-16,99,N,교육과정 설명 00380
PRG00381,프로그램 00381,2025-01-16,2026-03-17,100,Y,교육과정 설명 00381
PRG00382,프로그램 00382,2025-01-17,2025-12-14,101,Y,교육과정 설명 00382
PRG00383,프로그램 00383,2025-01-18,2026-03-19,102,Y,교육과정 설명 00383
PRG00384,프로그램 00384,2025-01-19,2025-12-12,103,Y,교육과정 설명 00384
PRG00385,프로그램 00385,2025-01-20,2026-03-21,104,N,교육과정 설명 00385
PRG00386,프로그램 00386,2025-01-21,2025-12-10,105,Y,교육과정 설명 00386
PRG00387,프로그램 00387,2025-01-22,2026-03-23,106,Y,교육과정 설명 00387
PRG00388,프로그램 00388,2025-01-23,2025-12-08,107,Y,교육과정 설명 00388
PRG00389,프로그램 00389,2025-01-24,2026-03-25,108,Y,교육과정 설명 00389
PRG00390,프로그램 00390,2025-01-25,2025-12-06,109,N,교육과정 설명 00390
PRG00391,프로그램 00391,2025-01-26,2026-03-27,110,Y,교육과정 설명 00391
PRG00392,프로그램 00392,2025-01-27,2025-12-04,111,Y,교육과정 설명 00392
PRG00393,프로그램 00393,2025-01-28,2026-03-29,112,Y,교육과정 설명 00393
PRG00394,프로그램 00394,2025-01-29,2025-12-02,113,Y,교육과정 설명 00394
PRG00395,프로그램 00395,2025-01-30,2026-03-31,114,N,교육과정 설명 00395
PRG00396,프로그램 00396,2025-01-31,2025-11-30,115,Y,교육과정 설명 00396
PRG00397,프로그램 00397,2025-02-01,2026-04-02,116,Y,교육과정 설명 00397
PRG00398,프로그램 00398,2025-02-02,2025-11-28,117,Y,교육과정 설명 00398
PRG00399,프로그램 00399,2025-02-03,2026-04-04,118,Y,교육과정 설명 00399
PRG00400,프로그램 00400,2025-02-04,2025-11-26,119,N,교육과정 설명 00400
PRG00401,프로그램 00401,2025-02-05,2026-04-06,120,Y,교육과정 설명 00401
PRG00402,프로그램 00402,2025-02-06,2025-11-24,121,Y,교육과정 설명 00402
PRG00403,프로그램 00403,2025-02-07,2026-04-08,122,Y,교육과정 설명 00403
PRG00404,프로그램 00404,2025-02-08,2025-11-22,123,Y,교육과정 설명 00404
PRG00405,프로그램 00405,2025-02-09,2026-04-10,124,N,교육과정 설명 00405
PRG00406,프로그램 00406,2025-02-10,2025-11-20,125,Y,교육과정 설명 00406
PRG00407,프로그램 00407,2025-02-11,2026-04-12,126,Y,교육과정 설명 00407
PRG00408,프로그램 00408,2025-02-12,2025-11-18,127,Y,교육과정 설명 00408
PRG00409,프로그램 00409,2025-02-13,2026-04-14,128,Y,교육과정 설명 00409
PRG00410,프로그램 00410,2025-02-14,2025-11-16,129,N,교육과정 설명 00410
PRG00411,프로그램 00411,2025-02-15,2026-04-16,130,Y,교육과정 설명 00411
PRG00412,프로그램 00412,2025-02-16,2025-11-14,131,Y,교육과정 설명 00412
PRG00413,프로그램 00413,2025-02-17,2026-04-18,132,Y,교육과정 설명 00413
PRG00414,프로그램 00414,2025-02-18,2025-11-12,133,Y,교육과정 설명 00414
PRG00415,프로그램 00415,2025-02-19,2026-04-20,134,N,교육과정 설명 00415
PRG00416,프로그램 00416,2025-02-20,2025-11-10,135,Y,교육과정 설명 00416
PRG00417,프로그램 00417,2025-02-21,2026-04-22,136,Y,교육과정 설명 00417
PRG00418,프로그램 00418,2025-02-22,2025-11-08,137,Y,교육과정 설명 00418
PRG00419,프로그램 00419,2025-02-23,2026-04-24,138,Y,교육과정 설명 00419
PRG00420,프로그램 00420,2025-02-24,2025-11-06,139,N,교육과정 설명 00420
PRG00421,프로그램 00421,2025-02-25,2026-04-26,140,Y,교육과정 설명 00421
PRG00422,프로그램 00422,2025-02-26,2025-11-04,141,Y,교육과정 설명 00422
PRG00423,프로그램 00423,2025-02-27,2026-04-28,142,Y,교육과정 설명 00423
PRG00424,프로그램 00424,2025-02-28,2025-11-02,143,Y,교육과정 설명 00424
PRG00425,프로그램 00425,2025-03-01,2026-04-30,144,N,교육과정 설명 00425
PRG00426,프로그램 00426,2025-03-02,2025-10-31,145,Y,교육과정 설명 00426
PRG00427,프로그램 00427,2025-03-03,2026-05-02,146,Y,교육과정 설명 00427
PRG00428,프로그램 00428,2025-03-04,2025-10-29,147,Y,교육과정 설명 00428
PRG00429,프로그램 00429,2025-03-05,2026-05-04,148,Y,교육과정 설명 00429
PRG00430,프로그램 00430,2025-03-06,2025-10-27,149,N,교육과정 설명 00430
PRG00431,프로그램 00431,2025-03-07,2026-05-06,150,Y,교육과정 설명 00431
PRG00432,프로그램 00432,2025-03-08,2025-10-25,151,Y,교육과정 설명 00432
PRG00433,프로그램 00433,2025-03-09,2026-05-08,152,Y,교육과정 설명 00433
PRG00434,프로그램 00434,2025-03-10,2025-10-23,153,Y,교육과정 설명 00434
PRG00435,프로그램 00435,2025-03-11,2026-05-10,154,N,교육과정 설명 00435
PRG00436,프로그램 00436,2025-03-12,2025-10-21,155,Y,교육과정 설명 00436
PRG00437,프로그램 00437,2025-03-13,2026-05-12,156,Y,교육과정 설명 00437
PRG00438,프로그램 00438,2025-03-14,2025-10-19,157,Y,교육과정 설명 00438
PRG00439,프로그램 00439,2025-03-15,2026-05-14,158,Y,교육과정 설명 00439
PRG00440,프로그램 00440,2025-03-16,2025-10-17,159,N,교육과정 설명 00440
PRG00441,프로그램 00441,2025-03-17,2026-05-16,160,Y,교육과정 설명 00441
PRG00442,프로그램 00442,2025-03-18,2025-10-15,161,Y,교육과정 설명 00442
PRG00443,프로그램 00443,2025-03-19,2026-05-18,162,Y,교육과정 설명 00443
PRG00444,프로그램 00444,2025-03-20,2025-10-13,163,Y,교육과정 설명 00444
PRG00445,프로그램 00445,2025-03-21,2026-05-20,164,N,교육과정 설명 00445
PRG00446,프로그램 00446,2025-03-22,2025-10-11,165,Y,교육과정 설명 00446
PRG00447,프로그램 00447,2025-03-23,2026-05-22,166,Y,교육과정 설명 00447
PRG00448,프로그램 00448,2025-03-24,2025-10-09,167,Y,교육과정 설명 00448
PRG00449,프로그램 00449,2025-03-25,2026-05-24,168,Y,교육과정 설명 00449
PRG00450,프로그램 00450,2025-03-26,2025-10-07,169,N,교육과정 설명 00450
PRG00451,프로그램 00451,2025-03-27,2026-05-26,170,Y,교육과정 설명 00451
PRG00452,프로그램 00452,2025-03-28,2025-10-05,171,Y,교육과정 설명 00452
PRG00453,프로그램 00453,2025-03-29,2026-05-28,172,Y,교육과정 설명 00453
PRG00454,프로그램 00454,2025-03-30,2025-10-03,173,Y,교육과정 설명 00454
PRG00455,프로그램 00455,2025-03-31,2026-05-30,174,N,교육과정 설명 00455
PRG00456,프로그램 00456,2025-04-01,2025-10-01,175,Y,교육과정 설명 00456
PRG00457,프로그램 00457,2025-04-02,2026-06-01,176,Y,교육과정 설명 00457
PRG00458,프로그램 00458,2025-04-03,2025-09-29,177,Y,교육과정 설명 00458
PRG00459,프로그램 00459,2025-04-04,2026-06-03,178,Y,교육과정 설명 00459
PRG00460,프로그램 00460,2025-04-05,2025-09-27,179,N,교육과정 설명 00460
PRG00461,프로그램 00461,2025-04-06,2026-06-05,180,Y,교육과정 설명 00461
PRG00462,프로그램 00462,2025-04-07,2025-09-25,181,Y,교육과정 설명 00462
PRG00463,프로그램 00463,2025-04-08,2026-06-07,182,Y,교육과정 설명 00463
PRG00464,프로그램 00464,2025-04-09,2025-09-23,183,Y,교육과정 설명 00464
PRG00465,프로그램 00465,2025-04-10,2026-06-09,184,N,교육과정 설명 00465
PRG00466,프로그램 00466,2025-04-11,2025-09-21,185,Y,교육과정 설명 00466
PRG00467,프로그램 00467,2025-04-12,2026-06-11,186,Y,교육과정 설명 00467
PRG00468,프로그램 00468,2025-04-13,2025-09-19,187,Y,교육과정 설명 00468
PRG00469,프로그램 00469,2025-04-14,2026-06-13,188,Y,교육과정 설명 00469
PRG00470,프로그램 00470,2025-04-15,2025-09-17,189,N,교육과정 설명 00470
PRG00471,프로그램 00471,2025-04-16,2026-06-15,190,Y,교육과정 설명 00471
PRG00472,프로그램 00472,2025-04-17,2025-09-15,191,Y,교육과정 설명 00472
PRG00473,프로그램 00473,2025-04-18,2026-06-17,192,Y,교육과정 설명 00473
PRG00474,프로그램 00474,2025-04-19,2025-09-13,193,Y,교육과정 설명 00474
PRG00475,프로그램 00475,2025-04-20,2026-06-19,194,N,교육과정 설명 00475
PRG00476,프로그램 00476,2025-04-21,2025-09-11,195,Y,교육과정 설명 00476
PRG00477,프로그램 00477,2025-04-22,2026-06-21,196,Y,교육과정 설명 00477
PRG00478,프로그램 00478,2025-04-23,2025-09-09,197,Y,교육과정 설명 00478
PRG00479,프로그램 00479,2025-04-24,2026-06-23,198,Y,교육과정 설명 00479
PRG00480,프로그램 00480,2025-04-25,2025-09-07,199,N,교육과정 설명 00480
PRG00481,프로그램 00481,2025-04-26,2026-06-25,200,Y,교육과정 설명 00481
PRG00482,프로그램 00482,2025-04-27,2025-09-05,201,Y,교육과정 설명 00482
PRG00483,프로그램 00483,2025-04-28,2026-06-27,202,Y,교육과정 설명 00483
PRG00484,프로그램 00484,2025-04-29,2025-09-03,203,Y,교육과정 설명 00484
PRG00485,프로그램 00485,2025-04-30,2026-06-29,204,N,교육과정 설명 00485
PRG00486,프로그램 00486,2025-05-01,2025-09-01,205,Y,교육과정 설명 00486
PRG00487,프로그램 00487,2025-05-02,2026-07-01,206,Y,교육과정 설명 00487
PRG00488,프로그램 00488,2025-05-03,2025-08-30,207,Y,교육과정 설명 00488
PRG00489,프로그램 00489,2025-05-04,2026-07-03,208,Y,교육과정 설명 00489
PRG00490,프로그램 00490,2025-05-05,2025-08-28,209,N,교육과정 설명 00490
PRG00491,프로그램 00491,2025-05-06,2026-07-05,210,Y,교육과정 설명 00491
PRG00492,프로그램 00492,2025-05-07,2025-08-26,211,Y,교육과정 설명 00492
PRG00493,프로그램 00493,2025-05-08,2026-07-07,212,Y,교육과정 설명 00493
PRG00494,프로그램 00494,2025-05-09,2025-08-24,213,Y,교육과정 설명 00494
PRG00495,프로그램 00495,2025-05-10,2026-07-09,214,N,교육과정 설명 00495
PRG00496,프로그램 00496,2025-05-11,2025-08-22,215,Y,교육과정 설명 00496
PRG00497,프로그램 00497,2025-05-12,2026-07-11,216,Y,교육과정 설명 00497
PRG00498,프로그램 00498,2025-05-13,2025-08-20,217,Y,교육과정 설명 00498
PRG00499,프로그램 00499,2025-05-14,2026-07-13,218,Y,교육과정 설명 00499
PRG00500,프로그램 00500,2025-05-15,2025-08-18,219,N,교육과정 설명 00500
PRG00501,프로그램 00501,2025-05-16,2026-07-15,220,Y,교육과정 설명 00501
PRG00502,프로그램 00502,2025-05-17,2025-08-16,221,Y,교육과정 설명 00502
PRG00503,프로그램 00503,2025-05-18,2026-07-17,222,Y,교육과정 설명 00503
PRG00504,프로그램 00504,2025-05-19,2025-08-14,223,Y,교육과정 설명 00504
PRG00505,프로그램 00505,2025-05-20,2026-07-19,224,N,교육과정 설명 00505
PRG00506,프로그램 00506,2025-05-21,2025-08-12,225,Y,교육과정 설명 00506
PRG00507,프로그램 00507,2025-05-22,2026-07-21,226,Y,교육과정 설명 00507
PRG00508,프로그램 00508,2025-05-23,2025-08-10,227,Y,교육과정 설명 00508
PRG00509,프로그램 00509,2025-05-24,2026-07-23,228,Y,교육과정 설명 00509
PRG00510,프로그램 00510,2025-05-25,2025-08-08,229,N,교육과정 설명 00510
PRG00511,프로그램 00511,2025-05-26,2026-07-25,230,Y,교육과정 설명 00511
PRG00512,프로그램 00512,2025-05-27,2025-08-06,231,Y,교육과정 설명 00512
PRG00513,프로그램 00513,2025-05-28,2026-07-27,232,Y,교육과정 설명 00513
PRG00514,프로그램 00514,2025-05-29,2025-08-04,233,Y,교육과정 설명 00514
PRG00515,프로그램 00515,2025-05-30,2026-07-29,234,N,교육과정 설명 00515
PRG00516,프로그램 00516,2025-05-31,2025-08-02,235,Y,교육과정 설명 00516
PRG00517,프로그램 00517,2025-06-01,2026-07-31,236,Y,교육과정 설명 00517
PRG00518,프로그램 00518,2025-06-02,2025-07-31,237,Y,교육과정 설명 00518
PRG00519,프로그램 00519,2025-06-03,2026-08-02,238,Y,교육과정 설명 00519
PRG00520,프로그램 00520,2025-06-04,2025-07-29,239,N,교육과정 설명 00520
PRG00521,프로그램 00521,2025-06-05,2026-08-04,240,Y,교육과정 설명 00521
PRG00522,프로그램 00522,2025-06-06,2025-07-27,241,Y,교육과정 설명 00522
PRG00523,프로그램 00523,2025-06-07,2026-08-06,242,Y,교육과정 설명 00523
PRG00524,프로그램 00524,2025-06-08,2025-07-25,243,Y,교육과정 설명 00524
PRG00525,프로그램 00525,2025-06-09,2026-08-08,244,N,교육과정 설명 00525
PRG00526,프로그램 00526,2025-06-10,2025-07-23,245,Y,교육과정 설명 00526
PRG00527,프로그램 00527,2025-06-11,2026-08-10,246,Y,교육과정 설명 00527
PRG00528,프로그램 00528,2025-06-12,2025-07-21,247,Y,교육과정 설명 00528
PRG00529,프로그램 00529,2025-06-13,2026-08-12,248,Y,교육과정 설명 00529
PRG00530,프로그램 00530,2025-06-14,2025-07-19,249,N,교육과정 설명 00530
PRG00531,프로그램 00531,2025-06-15,2026-08-14,250,Y,교육과정 설명 00531
PRG00532,프로그램 00532,2025-06-16,2025-07-17,251,Y,교육과정 설명 00532
PRG00533,프로그램 00533,2025-06-17,2026-08-16,252,Y,교육과정 설명 00533
PRG00534,프로그램 00534,2025-06-18,2025-07-15,253,Y,교육과정 설명 00534
PRG00535,프로그램 00535,2025-06-19,2026-08-18,254,N,교육과정 설명 00535
PRG00536,프로그램 00536,2025-06-20,2025-07-13,255,Y,교육과정 설명 00536
PRG00537,프로그램 00537,2025-06-21,2026-08-20,256,Y,교육과정 설명 00537
PRG00538,프로그램 00538,2025-06-22,2025-07-11,257,Y,교육과정 설명 00538
PRG00539,프로그램 00539,2025-06-23,2026-08-22,258,Y,교육과정 설명 00539
PRG00540,프로그램 00540,2025-06-24,2025-07-09,259,N,교육과정 설명 00540
PRG00541,프로그램 00541,2025-06-25,2026-08-24,260,Y,교육과정 설명 00541
PRG00542,프로그램 00542,2025-06-26,2025-07-07,261,Y,교육과정 설명 00542
PRG00543,프로그램 00543,2025-06-27,2026-08-26,262,Y,교육과정 설명 00543
PRG00544,프로그램 00544,2025-06-28,2025-07-05,263,Y,교육과정 설명 00544
